TestsAffected, AS, LocationCode, Start, End, URL
28, AS39824, eubg, 2011-04-01, 2013-06-01, https://viz.measurementlab.net/location/eubg?aggr=month&isps=AS39824&start=2010-04-01&end=2013-06-01
28, AS40703, na, 2013-03-01, 2015-05-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS40703&start=2012-03-01&end=2015-05-01
28, AS42132, eu, 2016-10-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS42132&start=2015-10-01&end=2019-04-01
28, AS42339, eu, 2012-10-01, 2016-09-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS42339&start=2011-10-01&end=2016-09-01
28, AS45876, ocau, 2012-11-01, 2017-04-01, https://viz.measurementlab.net/location/ocau?aggr=month&isps=AS45876&start=2011-11-01&end=2017-04-01
28, AS47331, eutr72mardin, 2014-07-01, 2016-04-01, https://viz.measurementlab.net/location/eutr72mardin?aggr=month&isps=AS47331&start=2013-07-01&end=2016-04-01
28, AS49058, euru, 2016-09-01, 2019-01-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS49058&start=2015-09-01&end=2019-01-01
28, AS49602, eu, 2013-01-01, 2019-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS49602&start=2012-01-01&end=2019-03-01
28, AS51352, euru, 2015-06-01, 2019-02-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS51352&start=2014-06-01&end=2019-02-01
28, AS51461, euro, 2013-03-01, 2018-11-01, https://viz.measurementlab.net/location/euro?aggr=month&isps=AS51461&start=2012-03-01&end=2018-11-01
28, AS52381, saar, 2013-03-01, 2016-12-01, https://viz.measurementlab.net/location/saar?aggr=month&isps=AS52381&start=2012-03-01&end=2016-12-01
28, AS57025, eu, 2013-10-01, 2018-07-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS57025&start=2012-10-01&end=2018-07-01
28, AS60738, euru, 2017-07-01, 2019-02-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS60738&start=2016-07-01&end=2019-02-01
28, AS62246, euua, 2016-08-01, 2019-03-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS62246&start=2015-08-01&end=2019-03-01
28, AS7908, sa, 2013-04-01, 2017-06-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS7908&start=2012-04-01&end=2017-06-01
29, AS11078, nausriprovidence, 2013-03-01, 2016-02-01, https://viz.measurementlab.net/location/nausriprovidence?aggr=month&isps=AS11078&start=2012-03-01&end=2016-02-01
29, AS12046, eumt, 2016-07-01, 2019-04-01, https://viz.measurementlab.net/location/eumt?aggr=month&isps=AS12046&start=2015-07-01&end=2019-04-01
29, AS13367x, nausgafortoglethorpe, 2011-11-01, 2015-05-01, https://viz.measurementlab.net/location/nausgafortoglethorpe?aggr=month&isps=AS13367x&start=2010-11-01&end=2015-05-01
29, AS13367x, nausmdmiddletown, 2012-01-01, 2014-03-01, https://viz.measurementlab.net/location/nausmdmiddletown?aggr=month&isps=AS13367x&start=2011-01-01&end=2014-03-01
29, AS13760, nausflpensacola, 2012-04-01, 2015-12-01, https://viz.measurementlab.net/location/nausflpensacola?aggr=month&isps=AS13760&start=2011-04-01&end=2015-12-01
29, AS14203, nauscasunnyvale, 2012-02-01, 2017-05-01, https://viz.measurementlab.net/location/nauscasunnyvale?aggr=month&isps=AS14203&start=2011-02-01&end=2017-05-01
29, AS16220, eu, 2014-11-01, 2017-12-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS16220&start=2013-11-01&end=2017-12-01
29, AS18566, nauscawhittier, 2012-05-01, 2017-10-01, https://viz.measurementlab.net/location/nauscawhittier?aggr=month&isps=AS18566&start=2011-05-01&end=2017-10-01
29, AS18663, nauscastockton, 2012-10-01, 2015-10-01, https://viz.measurementlab.net/location/nauscastockton?aggr=month&isps=AS18663&start=2011-10-01&end=2015-10-01
29, AS210, nausutogden, 2013-07-01, 2016-01-01, https://viz.measurementlab.net/location/nausutogden?aggr=month&isps=AS210&start=2012-07-01&end=2016-01-01
29, AS21519, na, 2016-08-01, 2019-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS21519&start=2015-08-01&end=2019-04-01
29, AS22363, eucz52, 2015-08-01, 2017-08-01, https://viz.measurementlab.net/location/eucz52?aggr=month&isps=AS22363&start=2014-08-01&end=2017-08-01
29, AS22732, na, 2013-05-01, 2018-01-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS22732&start=2012-05-01&end=2018-01-01
29, AS27960, sa, 2014-03-01, 2018-02-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS27960&start=2013-03-01&end=2018-02-01
29, AS28037, sa, 2012-05-01, 2017-09-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS28037&start=2011-05-01&end=2017-09-01
29, AS29665, eu, 2015-05-01, 2019-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS29665&start=2014-05-01&end=2019-03-01
29, AS30831, euru, 2015-05-01, 2018-07-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS30831&start=2014-05-01&end=2018-07-01
29, AS31362, eu, 2013-01-01, 2018-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS31362&start=2012-01-01&end=2018-03-01
29, AS33038, na, 2013-07-01, 2015-03-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS33038&start=2012-07-01&end=2015-03-01
29, AS37125, afng, 2012-03-01, 2017-12-01, https://viz.measurementlab.net/location/afng?aggr=month&isps=AS37125&start=2011-03-01&end=2017-12-01
29, AS42484, eu, 2014-01-01, 2018-10-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS42484&start=2013-01-01&end=2018-10-01
29, AS43087, eu, 2013-04-01, 2018-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS43087&start=2012-04-01&end=2018-02-01
29, AS43435, eupl, 2013-03-01, 2018-02-01, https://viz.measurementlab.net/location/eupl?aggr=month&isps=AS43435&start=2012-03-01&end=2018-02-01
29, AS44997, eu, 2015-10-01, 2018-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS44997&start=2014-10-01&end=2018-03-01
29, AS48369, eu, 2012-03-01, 2015-08-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS48369&start=2011-03-01&end=2015-08-01
29, AS49449, eufr, 2015-05-01, 2018-03-01, https://viz.measurementlab.net/location/eufr?aggr=month&isps=AS49449&start=2014-05-01&end=2018-03-01
29, AS49940, eues, 2013-10-01, 2017-03-01, https://viz.measurementlab.net/location/eues?aggr=month&isps=AS49940&start=2012-10-01&end=2017-03-01
29, AS50727, euru, 2015-12-01, 2018-02-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS50727&start=2014-12-01&end=2018-02-01
29, AS51461, euro, 2012-09-01, 2016-11-01, https://viz.measurementlab.net/location/euro?aggr=month&isps=AS51461&start=2011-09-01&end=2016-11-01
29, AS577, nacaontrenton, 2014-03-01, 2016-10-01, https://viz.measurementlab.net/location/nacaontrenton?aggr=month&isps=AS577&start=2013-03-01&end=2016-10-01
29, AS62292, eu, 2013-03-01, 2018-11-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS62292&start=2012-03-01&end=2018-11-01
30, AS10796x, nausnyjamesville, 2013-01-01, 2016-03-01, https://viz.measurementlab.net/location/nausnyjamesville?aggr=month&isps=AS10796x&start=2012-01-01&end=2016-03-01
30, AS15785, eu, 2017-10-01, 2019-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS15785&start=2016-10-01&end=2019-03-01
30, AS1633, nacaabvegreville, 2012-03-01, 2015-05-01, https://viz.measurementlab.net/location/nacaabvegreville?aggr=month&isps=AS1633&start=2011-03-01&end=2015-05-01
30, AS19817, nauscaanaheim, 2013-02-01, 2018-12-01, https://viz.measurementlab.net/location/nauscaanaheim?aggr=month&isps=AS19817&start=2012-02-01&end=2018-12-01
30, AS198338, euua, 2015-05-01, 2017-08-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS198338&start=2014-05-01&end=2017-08-01
30, AS20252, nausnynewyork, 2012-08-01, 2016-08-01, https://viz.measurementlab.net/location/nausnynewyork?aggr=month&isps=AS20252&start=2011-08-01&end=2016-08-01
30, AS203825, eu, 2015-04-01, 2018-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS203825&start=2014-04-01&end=2018-02-01
30, AS20507, eu, 2014-01-01, 2017-09-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS20507&start=2013-01-01&end=2017-09-01
30, AS2116, euno11, 2014-02-01, 2016-08-01, https://viz.measurementlab.net/location/euno11?aggr=month&isps=AS2116&start=2013-02-01&end=2016-08-01
30, AS21889, nausfltampa, 2012-07-01, 2014-12-01, https://viz.measurementlab.net/location/nausfltampa?aggr=month&isps=AS21889&start=2011-07-01&end=2014-12-01
30, AS22093, nausoh, 2013-05-01, 2015-09-01, https://viz.measurementlab.net/location/nausoh?aggr=month&isps=AS22093&start=2012-05-01&end=2015-09-01
30, AS22501, saar, 2015-11-01, 2018-07-01, https://viz.measurementlab.net/location/saar?aggr=month&isps=AS22501&start=2014-11-01&end=2018-07-01
30, AS22561, nausmokennett, 2012-05-01, 2016-03-01, https://viz.measurementlab.net/location/nausmokennett?aggr=month&isps=AS22561&start=2011-05-01&end=2016-03-01
30, AS24173, asvn44hanoi, 2015-06-01, 2017-01-01, https://viz.measurementlab.net/location/asvn44hanoi?aggr=month&isps=AS24173&start=2014-06-01&end=2017-01-01
30, AS24173, asvn44hanoi, 2015-11-01, 2017-07-01, https://viz.measurementlab.net/location/asvn44hanoi?aggr=month&isps=AS24173&start=2014-11-01&end=2017-07-01
30, AS24978, eu, 2012-08-01, 2016-01-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS24978&start=2011-08-01&end=2016-01-01
30, AS26127x, nausaztaylor, 2011-12-01, 2017-03-01, https://viz.measurementlab.net/location/nausaztaylor?aggr=month&isps=AS26127x&start=2010-12-01&end=2017-03-01
30, AS26127x, nauscagoleta, 2012-04-01, 2019-03-01, https://viz.measurementlab.net/location/nauscagoleta?aggr=month&isps=AS26127x&start=2011-04-01&end=2019-03-01
30, AS26127x, nausutmoab, 2013-02-01, 2016-04-01, https://viz.measurementlab.net/location/nausutmoab?aggr=month&isps=AS26127x&start=2012-02-01&end=2016-04-01
30, AS262404, sabr, 2014-05-01, 2017-08-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS262404&start=2013-05-01&end=2017-08-01
30, AS28065, sa, 2013-09-01, 2019-01-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS28065&start=2012-09-01&end=2019-01-01
30, AS30674, naus, 2011-11-01, 2015-02-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS30674&start=2010-11-01&end=2015-02-01
30, AS32315, naca, 2012-11-01, 2016-10-01, https://viz.measurementlab.net/location/naca?aggr=month&isps=AS32315&start=2011-11-01&end=2016-10-01
30, AS33484, naustx, 2012-03-01, 2017-06-01, https://viz.measurementlab.net/location/naustx?aggr=month&isps=AS33484&start=2011-03-01&end=2017-06-01
30, AS34849, eu, 2014-09-01, 2018-10-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS34849&start=2013-09-01&end=2018-10-01
30, AS40977, eu, 2016-11-01, 2018-12-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS40977&start=2015-11-01&end=2018-12-01
30, AS41101, euru, 2015-11-01, 2018-08-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS41101&start=2014-11-01&end=2018-08-01
30, AS42330, eu, 2013-06-01, 2016-05-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS42330&start=2012-06-01&end=2016-05-01
30, AS43761, euru, 2013-09-01, 2016-06-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS43761&start=2012-09-01&end=2016-06-01
30, AS47187, euit, 2013-09-01, 2017-01-01, https://viz.measurementlab.net/location/euit?aggr=month&isps=AS47187&start=2012-09-01&end=2017-01-01
30, AS48249, eu, 2012-05-01, 2015-10-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS48249&start=2011-05-01&end=2015-10-01
30, AS48467, eu, 2015-04-01, 2017-11-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS48467&start=2014-04-01&end=2017-11-01
30, AS48711, euru, 2013-06-01, 2015-12-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS48711&start=2012-06-01&end=2015-12-01
30, AS48830, as, 2016-12-01, 2019-03-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS48830&start=2015-12-01&end=2019-03-01
30, AS4913, na, 2013-08-01, 2015-06-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS4913&start=2012-08-01&end=2015-06-01
30, AS51367, eu, 2017-04-01, 2019-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS51367&start=2016-04-01&end=2019-03-01
30, AS52312, saar, 2014-09-01, 2017-10-01, https://viz.measurementlab.net/location/saar?aggr=month&isps=AS52312&start=2013-09-01&end=2017-10-01
30, AS52323, sa, 2015-07-01, 2018-06-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS52323&start=2014-07-01&end=2018-06-01
30, AS5391, euhr20bestovje, 2011-07-01, 2013-06-01, https://viz.measurementlab.net/location/euhr20bestovje?aggr=month&isps=AS5391&start=2010-07-01&end=2013-06-01
30, AS5631, eu, 2011-12-01, 2016-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS5631&start=2010-12-01&end=2016-03-01
30, AS6062, naus, 2011-11-01, 2017-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS6062&start=2010-11-01&end=2017-04-01
30, AS62015, eubg, 2012-06-01, 2015-07-01, https://viz.measurementlab.net/location/eubg?aggr=month&isps=AS62015&start=2011-06-01&end=2015-07-01
30, AS6389, nauskymountsterling, 2011-08-01, 2016-10-01, https://viz.measurementlab.net/location/nauskymountsterling?aggr=month&isps=AS6389&start=2010-08-01&end=2016-10-01
30, AS7004, sacl, 2014-11-01, 2017-08-01, https://viz.measurementlab.net/location/sacl?aggr=month&isps=AS7004&start=2013-11-01&end=2017-08-01
30, AS8386, eutr25, 2013-09-01, 2015-07-01, https://viz.measurementlab.net/location/eutr25?aggr=month&isps=AS8386&start=2012-09-01&end=2015-07-01
30, AS8608, eu, 2013-01-01, 2016-08-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS8608&start=2012-01-01&end=2016-08-01
30, AS8865, eupl, 2015-01-01, 2019-03-01, https://viz.measurementlab.net/location/eupl?aggr=month&isps=AS8865&start=2014-01-01&end=2019-03-01
31, AS10326, na, 2012-02-01, 2016-05-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS10326&start=2011-02-01&end=2016-05-01
31, AS10774x, nausilglenwood, 2012-05-01, 2015-08-01, https://viz.measurementlab.net/location/nausilglenwood?aggr=month&isps=AS10774x&start=2011-05-01&end=2015-08-01
31, AS10774x, nausokfortgibson, 2012-07-01, 2017-03-01, https://viz.measurementlab.net/location/nausokfortgibson?aggr=month&isps=AS10774x&start=2011-07-01&end=2017-03-01
31, AS11260, nacanlhampden, 2013-01-01, 2019-02-01, https://viz.measurementlab.net/location/nacanlhampden?aggr=month&isps=AS11260&start=2012-01-01&end=2019-02-01
31, AS11398x, nausksfortriley, 2012-06-01, 2015-07-01, https://viz.measurementlab.net/location/nausksfortriley?aggr=month&isps=AS11398x&start=2011-06-01&end=2015-07-01
31, AS11486x, nauspasewickley, 2012-06-01, 2014-12-01, https://viz.measurementlab.net/location/nauspasewickley?aggr=month&isps=AS11486x&start=2011-06-01&end=2014-12-01
31, AS13243, eu, 2013-12-01, 2018-11-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS13243&start=2012-12-01&end=2018-11-01
31, AS13367x, nausilcalumetcity, 2013-01-01, 2015-08-01, https://viz.measurementlab.net/location/nausilcalumetcity?aggr=month&isps=AS13367x&start=2012-01-01&end=2015-08-01
31, AS13367x, nausnjlivingston, 2012-02-01, 2014-02-01, https://viz.measurementlab.net/location/nausnjlivingston?aggr=month&isps=AS13367x&start=2011-02-01&end=2014-02-01
31, AS13367x, nausvaemporia, 2013-07-01, 2017-05-01, https://viz.measurementlab.net/location/nausvaemporia?aggr=month&isps=AS13367x&start=2012-07-01&end=2017-05-01
31, AS13367x, nauswalibertylake, 2012-08-01, 2015-07-01, https://viz.measurementlab.net/location/nauswalibertylake?aggr=month&isps=AS13367x&start=2011-08-01&end=2015-07-01
31, AS14255, nausca, 2013-05-01, 2015-09-01, https://viz.measurementlab.net/location/nausca?aggr=month&isps=AS14255&start=2012-05-01&end=2015-09-01
31, AS15491, as, 2016-08-01, 2019-04-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS15491&start=2015-08-01&end=2019-04-01
31, AS17633, as, 2014-08-01, 2018-03-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS17633&start=2013-08-01&end=2018-03-01
31, AS194, na, 2013-04-01, 2015-06-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS194&start=2012-04-01&end=2015-06-01
31, AS197766, eupl, 2015-12-01, 2018-09-01, https://viz.measurementlab.net/location/eupl?aggr=month&isps=AS197766&start=2014-12-01&end=2018-09-01
31, AS210, nausutorem, 2013-04-01, 2016-06-01, https://viz.measurementlab.net/location/nausutorem?aggr=month&isps=AS210&start=2012-04-01&end=2016-06-01
31, AS23203, naus, 2013-03-01, 2015-09-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS23203&start=2012-03-01&end=2015-09-01
31, AS24321, asmy, 2016-02-01, 2019-02-01, https://viz.measurementlab.net/location/asmy?aggr=month&isps=AS24321&start=2015-02-01&end=2019-02-01
31, AS25609, na, 2014-12-01, 2017-06-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS25609&start=2013-12-01&end=2017-06-01
31, AS25636, nacaonkirklandlake, 2013-07-01, 2019-01-01, https://viz.measurementlab.net/location/nacaonkirklandlake?aggr=month&isps=AS25636&start=2012-07-01&end=2019-01-01
31, AS262868, sa, 2014-04-01, 2017-02-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS262868&start=2013-04-01&end=2017-02-01
31, AS263683, na, 2013-06-01, 2017-08-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS263683&start=2012-06-01&end=2017-08-01
31, AS27817, saco, 2015-07-01, 2018-06-01, https://viz.measurementlab.net/location/saco?aggr=month&isps=AS27817&start=2014-07-01&end=2018-06-01
31, AS28065, saar, 2013-07-01, 2018-05-01, https://viz.measurementlab.net/location/saar?aggr=month&isps=AS28065&start=2012-07-01&end=2018-05-01
31, AS28244, sa, 2014-05-01, 2017-06-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS28244&start=2013-05-01&end=2017-06-01
31, AS28678, eu, 2012-10-01, 2018-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS28678&start=2011-10-01&end=2018-02-01
31, AS29300, euno20, 2013-01-01, 2018-07-01, https://viz.measurementlab.net/location/euno20?aggr=month&isps=AS29300&start=2012-01-01&end=2018-07-01
31, AS29384, asqa, 2012-08-01, 2019-03-01, https://viz.measurementlab.net/location/asqa?aggr=month&isps=AS29384&start=2011-08-01&end=2019-03-01
31, AS30174, naus, 2012-01-01, 2015-11-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS30174&start=2011-01-01&end=2015-11-01
31, AS35389, eu, 2013-03-01, 2016-09-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS35389&start=2012-03-01&end=2016-09-01
31, AS36049, naustxjoshua, 2011-10-01, 2015-02-01, https://viz.measurementlab.net/location/naustxjoshua?aggr=month&isps=AS36049&start=2010-10-01&end=2015-02-01
31, AS38661, askr11, 2015-01-01, 2018-06-01, https://viz.measurementlab.net/location/askr11?aggr=month&isps=AS38661&start=2014-01-01&end=2018-06-01
31, AS39376, eu, 2013-06-01, 2015-11-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS39376&start=2012-06-01&end=2015-11-01
31, AS41710, euua, 2017-09-01, 2019-04-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS41710&start=2016-09-01&end=2019-04-01
